,Label,mean_1,mean_2,mean_3,mean_4,median_1,median_2,median_3,median_4,sd_1,sd_2,sd_3,sd_4,min_1,min_2,min_3,min_4,max_1,max_2,max_3,max_4
148,curve-left-spin-Lfirst,34623.86229,34527.33827,36795.6871,34623.86229,34666,34585,37124,34666,152.5640866,520.5732171,782.3794455,152.5640866,34308,33226,34721,34308,34872,35360,37508,34872
149,run,35102.63142,37268.38974,36897.97744,35102.63142,34800,38420,36946,34800,2935.232262,5251.161332,4955.805309,2935.232262,28572,25500,18564,28572,43084,44952,44128,43084
150,lateral-shuffle-right,36337.48787,35778.86676,35985.23015,36337.48787,35840,35520,35648,35840,2256.792166,3614.790321,3105.058936,2256.792166,31768,23688,30506,31768,42528,47004,44292,42528
151,v-cut-left-Rfirst,33328.04737,36245.10761,36726.76115,33328.04737,33494,36376,36392,33494,1701.108368,1846.569213,6063.720931,1701.108368,30512,33092,11318,30512,36820,38604,52096,36820
152,curve-left-spin-Lfirst,34542.15,34636.63586,36040.32163,34542.15,34552,34660,36352,34552,84.13507174,177.6243292,1094.167339,84.13507174,34389,34297,34420,34389,34712,34912,37492,34712
153,lateral-shuffle-left,35157.12182,35719.81684,35535.78075,35157.12182,34810,34550,35322,34810,1855.02998,3533.48056,2809.894561,1855.02998,30596,27408,28482,30596,39244,46624,44608,39244
154,stair-down,35506.67635,35777.48497,35954.83938,35506.67635,34917,35968,35916,34917,1941.706526,2608.062297,2129.843384,1941.706526,33166,22576,29210,33166,41870,41540,42220,41870
155,lateral-shuffle-left,34900.92441,36084.72525,35611.67574,34900.92441,34784,35676,35030,34784,1091.024341,3613.440859,2861.507408,1091.024341,33224,29516,28224,33224,38880,46794,44288,38880
156,lateral-shuffle-right,35698.28481,36397.97724,35809.28698,35698.28481,35456,36937,35264,35456,1485.851286,3373.307749,4022.269871,1485.851286,33424,26244,26724,33424,38510,42232,47680,38510
157,v-cut-left-Lfirst,34829.79757,35625.66061,38356.19596,34829.79757,34784,36776,38388,34784,478.0531847,3532.756699,2985.927048,478.0531847,34068,29177,30212,34068,36636,41480,45140,36636
158,curve-left-spin-Lfirst,34569.10373,34545.75983,36870.77433,34569.10373,34624,34472,37084,34624,253.7900028,459.8941204,711.9134149,253.7900028,34164,33828,34888,34164,34984,36648,37944,34984
159,stair-up,35266.32241,35920.31266,35497.2627,35266.32241,34808,35308,35649,34808,2639.004977,2469.215711,1852.757301,2639.004977,29184,30880,31350,29184,45792,43962,40513,45792
160,v-cut-right-Lfirst,35208.94068,35237.73521,38799.22254,35208.94068,35124,36696,38968,35124,559.0607455,4606.260883,3473.831655,559.0607455,34316,26537,30972,34316,36336,40844,45728,36336
161,curve-right-spin-Rfirst,35355.46767,33634.83871,33981.6172,35355.46767,34540,33628,33912,34540,1177.197673,1385.910485,775.2503404,1177.197673,34092,30592,31168,34092,37554,35973,35549,37554
162,v-cut-right-Rfirst,35952.27222,34036.19945,35932.95845,35952.27222,36206.5,34641,35200,36206.5,658.4546594,4509.127536,2966.27824,658.4546594,34416,10352,32192,34416,36796,42768,42768,36796
163,lateral-shuffle-left,35249.87297,35653.96491,35724.51552,35249.87297,34696,35412,35598,34696,1783.071392,2898.951855,2452.47464,1783.071392,32852,30336,30068,32852,39704,45236,41636,39704
164,run,35297.58812,36828.67458,36816.56973,35297.58812,34920,37964,37244,34920,3046.628217,4626.873415,4725.869635,3046.628217,27571,22430,14149,27571,41296,44140,43672,41296
165,stair-up,35153.13469,35693.09721,35777.38001,35153.13469,34940,35577,35589,34940,1481.241549,2284.732139,2111.472937,1481.241549,30928,30544,30912,30928,39065,47640,42878,39065
166,jump-two-leg,35168.26991,38071.24945,35698.78146,35168.26991,34633,39384,32938,34633,1585.228309,3880.93195,4926.467823,1585.228309,33076,29790,30296,33076,37996,43600,47644,37996
167,stair-down,35887.02999,35825.19792,36184.27344,35887.02999,35268,35472,36320,35268,1961.013992,2511.507242,2216.243088,1961.013992,32828,29480,29155,32828,40620,40688,40709,40620
168,jump-one-leg,34532,37969.63038,33131.26582,34532,34756,37776,33324,34756,1446.503937,2084.78198,2908.435394,1446.503937,32104,32489,27812,32104,38592,41668,42177,38592
169,curve-right-spin-Rfirst,35373.6325,34177.15212,34250.53367,35373.6325,35172,34622,34124,35172,957.169573,1046.882135,546.2433107,957.169573,34180,31400,33339,34180,37008,35580,35380,37008
170,lateral-shuffle-right,35390.6525,36307.6804,35659.23346,35390.6525,35512,35936,35508,35512,2192.571416,3247.785779,3647.845761,2192.571416,21280,29364,21237,21280,40188,42128,43832,40188
171,curve-right-spin-Lfirst,34847.9661,34507.41226,35885.78013,34847.9661,34876,34440,34916,34876,651.9162729,470.203604,1658.250292,651.9162729,33828,33908,34180,33828,35832,35428,38852,35832
172,lateral-shuffle-right,35931.83655,36349.60925,35986.57841,35931.83655,35748,35573,35488,35748,1824.940558,4298.437769,3142.908246,1824.940558,33220,23693,30964,33220,43520,54496,47552,43520
173,curve-left-step,35258.93886,34494.09164,35248.55055,35258.93886,34840,34290,34708,34840,1441.711746,1669.830575,2149.299753,1441.711746,32248,29424,29864,32248,39100,37712,40172,39100
174,walk,34951.69032,34870.87027,35361.09589,34951.69032,34704,34440,34885,34704,1188.767816,1750.047057,2228.400249,1188.767816,33408,31082,28864,33408,38868,37804,39546,38868
175,sit,35818.93011,35828.00536,35817.79625,35818.93011,35820,35828,35817,35820,49.104657,28.40746103,29.37111973,49.104657,35708,35776,35744,35708,35896,35888,35868,35896
176,jump-one-leg,34190.03981,36190.48598,35972.9486,34190.03981,34124,37836,34724,34124,842.5019836,3856.23892,4145.215326,842.5019836,32735,28667,26341,32735,36825,41178,48653,36825
177,jump-one-leg,34307.1631,36517.208,34743.68533,34307.1631,34140,37384,33760,34140,886.1619038,5011.392054,4792.214793,886.1619038,32928,25956,21086,32928,36144,43744,47112,36144
178,v-cut-right-Rfirst,35597.46237,33657.66756,35820.4933,35597.46237,35936,35122,34708,35936,703.4878039,3687.035271,3579.065169,703.4878039,33844,20025,30608,33844,36588,39316,44288,36588
179,lateral-shuffle-right,35474.96,36189.50881,35789.74383,35474.96,35584,35644,35520,35584,1761.21196,3995.206554,3529.816544,1761.21196,27280,21820,27092,27280,41742,46264,45168,41742
180,stair-up,35119.71996,35812.17857,35840.78175,35119.71996,34921,35192,35634,34921,2139.113415,3259.879855,2565.342696,2139.113415,29920,26600,30592,29920,41716,49241,45913,41716
181,walk,35126.70816,34887.41842,35429.61712,35126.70816,34956,34517,34836,34956,1285.583526,1495.246824,1942.427378,1285.583526,33185,31372,31162,33185,38838,37716,39952,38838
182,stand-to-sit,34785.8057,35327.58194,36017.88629,34785.8057,34772,35172,35996,34772,152.8073724,587.3506446,542.5865596,152.8073724,34512,34432,34792,34512,35108,36660,36836,35108
183,curve-right-spin-Rfirst,35172.26724,33727.76774,34151.26452,35172.26724,34860,33652,34240,34860,880.3091334,791.5078513,499.3628278,880.3091334,33988,32322,32996,33988,36962,35468,34848,36962
184,v-cut-right-Rfirst,34477.69006,33683.6793,35887.93586,34477.69006,34512,34000,35169,34512,347.2585097,4287.399795,3037.340198,347.2585097,33856,20785,31752,33856,35072,43912,43616,35072
185,run,35790.99881,36864.1599,36310.48926,35790.99881,35500,36864,35816,35500,3154.049032,5317.61851,4768.000546,3154.049032,29192,20663,18621,29192,42144,47880,43756,42144
186,stair-up,35149.64046,35842.45896,35798.43071,35149.64046,34980,35592,35824,34980,2039.044819,2542.068117,2522.503798,2039.044819,30180,30084,29560,30180,42232,45408,43396,42232
187,stair-up,35155.48064,35748.57738,35899.92262,35155.48064,35008,35240,35612,35008,2115.62578,2943.481112,2756.803947,2115.62578,30309,29186,30182,30309,41188,47577,47381,41188
188,stand,34704.10628,34711.27229,34706.61687,34704.10628,34701,34717,34708,34701,38.372121,44.6041156,32.84777075,38.372121,34616,34624,34633,34616,34792,34800,34784,34792
189,sit,35814.98429,35829.46214,35817.75979,35814.98429,35816,35832,35812,35816,27.90882727,28.01603884,41.21873401,27.90882727,35760,35762,35748,35760,35872,35896,35924,35872
190,v-cut-right-Rfirst,35389.44538,33986.59218,35770.78212,35389.44538,35692,34496,35304,35692,1008.485607,2489.354254,3890.94264,1008.485607,32528,20160,20160,32528,36296,36172,45440,36296
191,stair-up,35358.45146,35968.24255,35615.48371,35358.45146,35114,35353,35672,35114,2050.719109,2887.21362,1780.035218,2050.719109,29240,28932,28556,29240,54168,54168,41104,54168
192,jump-one-leg,37427.69427,34516.23492,36058.88889,37427.69427,37280,33915,35056,37280,1089.606891,4626.577239,4319.251307,1089.606891,35444,27424,23908,35444,39664,41700,48456,39664
193,v-cut-right-Rfirst,35669.71221,33341.96522,36678.97971,35669.71221,35801,33976,36164,35801,711.4283676,4319.032237,3452.637593,711.4283676,33869,10717,27474,33869,36704,36452,45704,36704
194,v-cut-left-Rfirst,33407.8753,36726.00718,35818.73684,33407.8753,33548,36908,35616,33548,1238.954143,1446.639456,4310.019436,1238.954143,31320,32477,22628,31320,35030,38700,48880,35030
195,jump-one-leg,36739.52381,34812.02793,36745.24581,36739.52381,36932,34168,36074,36932,1273.275641,4083.18121,4147.96695,1273.275641,33956,28754,29288,33956,39136,41009,46396,39136
196,curve-left-spin-Rfirst,34763.38333,37038.29106,33715.76299,34763.38333,34278,37172,34038,34278,1695.485505,641.9231834,1037.38674,1695.485505,32804,35538,29832,32804,38242,38242,35538,38242
197,curve-left-step,35188.82308,34920.08649,35269.73445,35188.82308,34844,34496,34964,34844,1406.89927,1902.38572,1771.981863,1406.89927,32112,31109,31656,32112,38884,40088,39269,38884
198,v-cut-right-Lfirst,35796.75714,35404.67236,39209.77208,35796.75714,35732,37080,40188,35732,286.6707643,4417.398755,3076.246986,286.6707643,35209,26840,33418,35209,36456,41184,43832,36456
199,stand-to-sit,34650.24288,35475.45833,36171.39773,34650.24288,34528,35680,36336,34528,399.666617,706.2639323,519.5720588,399.666617,33978,34132,35271,33978,35551,36720,36920,35551
200,curve-right-step,35130.02416,34753.1804,35328.47727,35130.02416,34756,34400,34860,34756,1365.976303,1562.54273,1891.991115,1365.976303,32869,31058,30304,32869,38740,38632,39208,38740
201,lateral-shuffle-left,35068.92193,35851.61386,35975.38119,35068.92193,34580,35242,35812,34580,1767.440776,2784.710577,2510.36,1767.440776,33108,31020,31844,33108,40628,43048,44772,40628
202,v-cut-left-Rfirst,33295.14286,35042.27078,36524.90736,33295.14286,33590,35796,35440,33590,1673.853507,3144.539244,3904.714491,1673.853507,30154,23152,31353,30154,36020,37728,48084,36020
203,lateral-shuffle-right,35261.85037,35747.54172,36347.71482,35261.85037,35680,35540,36048,35680,1457.125007,3287.551776,2835.091974,1457.125007,28648,27244,31741,28648,39672,41860,45396,39672
204,sit-to-stand,35637.52201,36571.49791,35533.02092,35637.52201,35714,36908,35596,35714,219.3508807,705.4697047,508.4035642,219.3508807,34924,34957,34732,34924,35837,37326,36600,35837
205,v-cut-right-Rfirst,34055.02538,33684.22278,36004.5519,34055.02538,34380,34085,35472,34380,1028.341447,3236.726442,3272.967347,1028.341447,32010,17994,27316,32010,35364,38196,45168,35364
206,v-cut-right-Lfirst,35742.99204,36173.53968,38400.02646,35742.99204,35780,36892,40132,35780,231.9454779,4110.777861,4166.916608,231.9454779,35376,29188,29298,35376,36145,42085,44096,36145
207,lateral-shuffle-left,34905.0888,35826.38303,35919.86118,34905.0888,34650,35660,34872,34650,1462.905819,4134.961218,3334.501417,1462.905819,33081,20746,29188,33081,38720,45328,45520,38720
208,jump-two-leg,35334.08519,36662.45656,36787.53235,35334.08519,35034,34510,34972,35034,1574.977635,5051.104213,3964.322618,1574.977635,33441,28076,32128,33441,39333,45198,46936,39333
209,run,35584.53496,36969.46455,36494.9418,35584.53496,35216,37140,36496,35216,3286.39878,5291.790179,4597.499509,3286.39878,29380,19274,13788,29380,42900,48376,45128,42900
210,sit,35824.19629,35821.52381,35830.10053,35824.19629,35824,35820,35830,35824,26.86438929,23.09157675,24.06105077,26.86438929,35776,35768,35781,35776,35873,35872,35880,35873
211,jump-two-leg,34700.05231,37621.87952,36199.63052,34700.05231,34353,38444,33728,34353,1344.913372,4117.973553,4334.365406,1344.913372,33084,27840,31876,33084,37354,43896,46788,37354
212,lateral-shuffle-right,35697.37597,36180.88258,35622.65935,35697.37597,35810,35496,35500,35810,2083.070142,3440.727503,2523.682294,2083.070142,26909,30440,32620,26909,42684,48128,45584,42684
213,lateral-shuffle-left,34950.5853,36234.39843,35700.44037,34950.5853,34652,35276,35620,34652,1689.581817,4889.971381,3713.900046,1689.581817,31884,18529,28056,31884,40468,53812,45532,40468
214,v-cut-right-Lfirst,34808.52941,36639.4364,36649.15068,34808.52941,34696,36176,38432,34696,854.7264375,1712.504256,4211.747839,854.7264375,33584,33492,28920,33584,36384,39968,42208,36384
215,sit-to-stand,35503.893,36399.71262,35388.60971,35503.893,35625,36416,35392,35625,310.2407388,280.7010729,555.7472317,310.2407388,34622,35743,34664,34622,36329,36968,36272,36329
216,stand,34968.13824,35023.97654,34830.80938,34968.13824,34964,35016,34804,34964,28.36594529,49.6962483,201.4677219,28.36594529,34905,34960,34580,34905,35032,35216,35254,35032
217,curve-left-spin-Rfirst,34160.70124,37217.77226,34388.89648,34160.70124,34488,37260,34616,34488,1133.092515,473.8847903,1046.82246,1133.092515,31865,35832,30808,31865,37508,38144,35832,37508
218,v-cut-left-Lfirst,35881.1271,35236.73684,38273.28708,35881.1271,34848,34764,38262,34848,1853.908369,3498.179578,2155.193429,1853.908369,33772,30188,33385,33772,40001,41578,41616,40001
219,stand,34970.3,34851.51659,34885.31754,34970.3,34988,34861,34904,34988,43.91967984,67.08504524,91.65171458,43.91967984,34861,34724,34732,34861,35036,34976,35072,35036
220,lateral-shuffle-right,35346.45183,36863.49322,36350.21138,35346.45183,35306,36720,35836,35306,1156.29574,2965.642119,3267.871684,1156.29574,33504,27532,27532,33504,37250,45370,45320,37250
221,curve-left-step,35278.10021,34726.37196,35090.60801,35278.10021,35083,34392,34748,35083,1298.253917,1664.443055,1940.91767,1298.253917,32388,30930,30110,32388,39028,39344,39588,39028
222,v-cut-left-Lfirst,34855.14223,35754.87555,38596.22707,34855.14223,34565,36794,38408,34565,1285.29816,3901.378779,2204.677131,1285.29816,33033,28432,34540,33033,38504,40716,42016,38504
223,stand-to-sit,34817.26512,35384.36945,36342.86146,34817.26512,34962,35388,36480,34962,376.8856276,892.5654288,397.1484461,376.8856276,34159,34060,35384,34159,35386,36656,36877,35386
224,v-cut-right-Rfirst,35870.66887,34987.0099,36004.11221,35870.66887,35844,34152,36009,35844,575.8439218,5302.291852,2327.898857,575.8439218,34864,17422,32864,34864,37005,44552,42440,37005
225,sit,35905.90698,35907.11304,35893.52464,35905.90698,35914,35907,35892,35914,28.86699283,30.53660553,23.37025294,28.86699283,35848,35844,35849,35848,35956,35965,35936,35956
226,curve-left-spin-Rfirst,34510.83401,37223.50303,33934.15354,34510.83401,34276,37104,34390,34276,1438.32878,656.454746,1086.9682,1438.32878,32372,35436,30560,32372,38040,38744,35436,38040
227,curve-right-spin-Rfirst,35232.66876,33337.22594,33849.83264,35232.66876,35424,33620,33757,35424,1219.278392,1253.960973,599.8158393,1219.278392,33708,29816,31968,33708,37441,35208,35344,37441
228,stand,34948.9,34921.41646,34898.1596,34948.9,34948,34912,34896,34948,48.40943797,109.0715299,42.16858385,48.40943797,34856,34728,34816,34856,35048,35148,35008,35048
229,curve-right-step,35398.47666,34860.93993,34729.83463,35398.47666,34856,34490,34308,34856,1435.052663,1810.261908,1554.004275,1435.052663,32840,30516,31136,32840,38328,39632,37960,38328
230,stand-to-sit,34779.03148,35678.23054,35643.87425,34779.03148,34744,36048,35680,34744,275.5406815,973.8054124,221.2723377,275.5406815,34196,33768,35102,34196,35520,36920,36184,35520
231,curve-right-spin-Lfirst,35021.90578,34298.13889,36115.76496,35021.90578,35216,34216,35168,35216,531.2948186,416.4275927,1460.061443,531.2948186,34156,33684,34558,34156,35668,34972,38632,35668
232,walk,35517.61912,34620.13927,34976.26235,35517.61912,34768,34348,34588,34768,1690.683961,1865.123651,1898.776908,1690.683961,32293,30240,29794,32293,39168,39584,39120,39168
233,stand,34921.80263,34956.41967,34892.70164,34921.80263,34933,34972,34891,34933,52.9336766,39.20854675,50.57367766,52.9336766,34812,34894,34796,34812,35002,35026,34980,35002
234,curve-right-spin-Rfirst,35100.9207,34290.63736,34401.09451,35100.9207,34752,33840,34304,34752,1086.534653,1570.10297,807.8599632,1086.534653,33740,31532,31532,33740,37788,37532,36046,37788
235,v-cut-right-Lfirst,35941.9116,35176.41322,39565.98347,35941.9116,35876,36456,39792,35876,487.2942685,4390.549978,2613.233697,487.2942685,35156,26468,33082,35156,36960,40912,44480,36960
236,curve-right-spin-Lfirst,34841.84267,34393.51398,35755.78925,34841.84267,34780,34496,35146,34780,321.5442609,419.8203694,1548.114417,321.5442609,34245,33644,33636,34245,35302,35073,38521,35302
237,curve-left-spin-Rfirst,34103.44879,37242.82528,34266.08178,34103.44879,34420,37348,34384,34420,1103.185473,547.5399624,1297.584629,1103.185473,32482,36108,28818,32482,37740,38088,36288,37740
238,jump-two-leg,34268.79205,39013.08841,34750.39024,34268.79205,34024,39044,32480,34024,778.0708444,1702.372085,4743.938157,778.0708444,33328,35496,29688,33328,36836,42405,44128,36836
239,curve-left-spin-Lfirst,34578.48263,34643.21715,36540.53285,34578.48263,34618,34736,36840,34618,189.4051542,293.6069303,909.6786788,189.4051542,33968,33808,34544,33968,34796,35056,37556,34796
240,jump-two-leg,35338.9872,36634.48905,36636.43796,35338.9872,34776,38319,35448,34776,1579.058944,4437.580903,4190.047501,1579.058944,33500,29638,29637,33500,38380,43276,49668,38380
241,v-cut-left-Rfirst,33188.20155,37059.87887,36319.6701,33188.20155,34002,37700,36156,34002,1640.833172,1821.2906,4888.222877,1640.833172,29412,32184,23520,29412,34784,39332,47024,34784
242,sit-to-stand,35614.12698,36550.30891,34932.62178,35614.12698,35640,36541,34720,35640,335.6767174,489.5474704,564.4614809,335.6767174,34778,35684,34128,34778,36324,37238,35896,36324
